,gamemode,battletime,p1.name,p2.name,p1.crowns,p2.crowns,p1.card_1,p1.card_2,p1.card_3,p1.card_4,p1.card_5,p1.card_6,p1.card_7,p1.card_8,p2.card_1,p2.card_2,p2.card_3,p2.card_4,p2.card_5,p2.card_6,p2.card_7,p2.card_8
8,Ladder,20200516T232101.000Z,⭐️ l Best,⚡Kamikaze⚡,0,1,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
16,Ladder,20200516T030658.000Z,⭐️ l Best,❤️Bopi❤️,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Knight,Spear Goblins,Bats,Wall Breakers,Miner,Bomb Tower,Zap,The Log
17,Ladder,20200516T030100.000Z,⭐️ l Best,Beast,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
18,Ladder,20200516T025551.000Z,⭐️ l Best,☠️MatîRamîrez☠️,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,X-Bow,Skeletons,Tesla,Rocket,Tornado,Knight,Ice Wizard,The Log
19,Ladder,20200516T024821.000Z,⭐️ l Best,Tauron_E5150,0,1,Knight,Skeletons,X-Bow,The Log,Tesla,Tornado,Ice Wizard,Rocket,Guards,Zap,Balloon,Tesla,Tornado,Giant Skeleton,Miner,Baby Dragon
20,Ladder,20200516T024320.000Z,⭐️ l Best,CHN丨这货不是渣渣希,0,1,Knight,Skeletons,X-Bow,The Log,Tesla,Tornado,Ice Wizard,Rocket,Mega Knight,Giant Snowball,Bandit,Electro Wizard,Poison,Ram Rider,Barbarian Barrel,Inferno Dragon
21,Ladder,20200516T004852.000Z,⭐️ l Best,⚡Lobizon⚡,1,0,Knight,Skeletons,X-Bow,The Log,Tesla,Tornado,Ice Wizard,Rocket,Ice Golem,Bomb Tower,Giant Snowball,Skeletons,Balloon,Miner,Musketeer,Arrows
28,Ladder,20200511T010306.000Z,⭐️ l Best,♬taikiツ♬,1,0,X-Bow,Tesla,Ice Golem,Archers,Skeletons,Ice Spirit,Fireball,The Log,Zap,Bats,Skeleton Army,Miner,Fireball,Baby Dragon,Inferno Dragon,Lava Hound
4,Ladder,20200516T213941.000Z,☆V€NOM✌︎✌︎★彡,lemonTree68,3,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Ice Golem,X-Bow,The Log
5,Ladder,20200516T213439.000Z,☆V€NOM✌︎✌︎★彡,CHN丨Bobtherock,3,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
6,Ladder,20200516T213053.000Z,☆V€NOM✌︎✌︎★彡,Dead!,2,3,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
7,Ladder,20200516T212650.000Z,☆V€NOM✌︎✌︎★彡,キリッ｜Wiz master,3,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Wizard,Balloon,Lumberjack,Mega Minion,Rocket,Freeze,Ice Spirit,Skeletons
8,Ladder,20200516T101945.000Z,☆V€NOM✌︎✌︎★彡,Dynamite I いっせい,2,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,P.E.K.K.A,Ram Rider,Bandit,Electro Wizard,Baby Dragon,Lightning,Barbarian Barrel,Giant Snowball
9,Ladder,20200516T044314.000Z,☆V€NOM✌︎✌︎★彡,⭐️Bag⭐️,3,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
10,Ladder,20200516T043821.000Z,☆V€NOM✌︎✌︎★彡,✓LuisAguilar✓™,1,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Ice Wizard,Bowler,Goblin Gang,Bats,Tornado,Dark Prince,Arrows,Graveyard
11,Ladder,20200516T043349.000Z,☆V€NOM✌︎✌︎★彡,Ar7hur,0,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,P.E.K.K.A,Battle Ram,Bandit,Royal Ghost,Magic Archer,Electro Wizard,Poison,Zap
12,Ladder,20200516T032540.000Z,☆V€NOM✌︎✌︎★彡,RF Erik_S™,2,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Lumberjack,Night Witch,Golem,Baby Dragon,Barbarian Barrel,Barbarian Hut,Poison,Flying Machine
13,Ladder,20200516T031938.000Z,☆V€NOM✌︎✌︎★彡,❤️Bopi❤️,1,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Knight,Spear Goblins,Bats,Wall Breakers,Miner,Bomb Tower,Zap,The Log
14,Ladder,20200516T031333.000Z,☆V€NOM✌︎✌︎★彡,デイビッド,3,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Ice Wizard,Knight,Rocket,Skeletons,Tesla,The Log,Tornado,X-Bow
15,Ladder,20200516T031109.000Z,☆V€NOM✌︎✌︎★彡,Beast,1,2,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
16,Ladder,20200516T025949.000Z,☆V€NOM✌︎✌︎★彡,SandISGod,0,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Bandit,Mega Knight,Electro Wizard,Barbarian Barrel,Inferno Dragon,Ram Rider,Giant Snowball,Poison
17,Ladder,20200516T025044.000Z,☆V€NOM✌︎✌︎★彡,CHN丨筱红✨,2,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,P.E.K.K.A,Ram Rider,Bandit,Electro Wizard,Baby Dragon,Lightning,Barbarian Barrel,Giant Snowball
18,Ladder,20200516T022749.000Z,☆V€NOM✌︎✌︎★彡,✨✨EREN TUNA✨✨,1,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
19,Ladder,20200516T022236.000Z,☆V€NOM✌︎✌︎★彡,MaximusJb,2,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Ice Golem,Hog Rider,Musketeer,Fireball,Skeletons,Ice Spirit,Cannon,The Log
20,Ladder,20200516T021851.000Z,☆V€NOM✌︎✌︎★彡,ナポリタン,0,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Miner,Bomb Tower,The Log,Poison,Bats,Spear Goblins,Skeleton Barrel,Valkyrie
21,Ladder,20200516T021225.000Z,☆V€NOM✌︎✌︎★彡,monkees,3,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel
22,Ladder,20200516T020825.000Z,☆V€NOM✌︎✌︎★彡,Fernando,2,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Golem,Night Witch,Mini P.E.K.K.A,Baby Dragon,Mega Minion,Arrows,Lumberjack,Zap
23,Ladder,20200516T020406.000Z,☆V€NOM✌︎✌︎★彡,⭐️Bag⭐️,0,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
24,Ladder,20200516T015839.000Z,☆V€NOM✌︎✌︎★彡,⚡Lobizon⚡,2,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Ice Golem,Bomb Tower,Giant Snowball,Skeletons,Balloon,Miner,Musketeer,Arrows
1,Ladder,20200516T165020.000Z,✨✨EREN TUNA✨✨,RemiEli,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins
2,Ladder,20200516T164547.000Z,✨✨EREN TUNA✨✨,Yuki™,3,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Musketeer,Skeletons,Tesla,Elixir Collector,The Log,Knight,X-Bow,Giant Snowball
3,Ladder,20200516T164211.000Z,✨✨EREN TUNA✨✨,Solaire city,3,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Lava Hound,Valkyrie,Inferno Dragon,Arrows,Balloon,Fireball,Zap,Night Witch
4,Ladder,20200516T163953.000Z,✨✨EREN TUNA✨✨,CHN丨Makarious✨,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
5,Ladder,20200516T163522.000Z,✨✨EREN TUNA✨✨,PriNcEs☆PhAriDa,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap
6,Ladder,20200516T162848.000Z,✨✨EREN TUNA✨✨,<c5>Lava king,3,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Lava Hound,Zap,Balloon,Barbarians,Minion Horde,Minions,Arrows,Miner
7,Ladder,20200516T162544.000Z,✨✨EREN TUNA✨✨,Dead!,1,3,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
10,Ladder,20200516T032800.000Z,✨✨EREN TUNA✨✨,❤️Bopi❤️,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Knight,Spear Goblins,Bats,Wall Breakers,Miner,Bomb Tower,Zap,The Log
11,Ladder,20200516T032313.000Z,✨✨EREN TUNA✨✨,7427466391,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Knight,X-Bow,Skeletons,Fireball,Archers,Tesla,Ice Spirit,The Log
12,Ladder,20200516T031534.000Z,✨✨EREN TUNA✨✨,Beast,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
13,Ladder,20200516T031144.000Z,✨✨EREN TUNA✨✨,AHMEDTAREK,3,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Princess,Rocket,Zap,Goblins,Miner,The Log,Inferno Tower,Mini P.E.K.K.A
14,Ladder,20200516T030952.000Z,✨✨EREN TUNA✨✨,SandISGod,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Bandit,Mega Knight,Electro Wizard,Barbarian Barrel,Inferno Dragon,Ram Rider,Giant Snowball,Poison
15,Ladder,20200516T030348.000Z,✨✨EREN TUNA✨✨,☘NS I PPaSonG☘,2,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Knight,Graveyard,Arrows,Skeleton Army,Archers,Bats,Bomb Tower,Freeze
16,Ladder,20200516T025534.000Z,✨✨EREN TUNA✨✨,⭐️Bag⭐️,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
17,Ladder,20200516T025015.000Z,✨✨EREN TUNA✨✨,Nicoco23¶,3,2,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Royal Giant,Bats,Zap,Barbarians,Sparky,Arrows,Hog Rider,Musketeer
18,Ladder,20200516T024640.000Z,✨✨EREN TUNA✨✨,monkees,1,3,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel
19,Ladder,20200516T023952.000Z,✨✨EREN TUNA✨✨,victor utrilla,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Night Witch,Baby Dragon,Minions,Fireball,Giant,Zap,Goblin Gang,Miner
20,Ladder,20200516T022750.000Z,✨✨EREN TUNA✨✨,☆V€NOM✌︎✌︎★彡,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer
21,Ladder,20200516T022014.000Z,✨✨EREN TUNA✨✨,☆kou☆,3,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Goblin Barrel,Knight,Princess,Ice Spirit,Tesla,The Log,Goblin Gang,Rocket
22,Ladder,20200516T021625.000Z,✨✨EREN TUNA✨✨,shadow-fiend,1,3,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Golem,Night Witch,Mini P.E.K.K.A,Mega Minion,Bomber,Arrows,Baby Dragon,Lightning
23,Ladder,20200516T021036.000Z,✨✨EREN TUNA✨✨,ナポリタン,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Miner,Bomb Tower,The Log,Poison,Bats,Spear Goblins,Skeleton Barrel,Valkyrie
24,Ladder,20200516T020306.000Z,✨✨EREN TUNA✨✨,⚡Lobizon⚡,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Ice Golem,Bomb Tower,Giant Snowball,Skeletons,Balloon,Miner,Musketeer,Arrows
20,Ladder,20200515T235322.000Z,Carl the Legend,⚡Kamikaze⚡,0,1,Lava Hound,Balloon,Zap,Minions,Barbarians,Mega Minion,Fireball,Tombstone,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
21,Ladder,20200515T234741.000Z,Carl the Legend,MB CHILE,2,1,Lava Hound,Balloon,Zap,Minions,Barbarians,Mega Minion,Fireball,Tombstone,Miner,Bats,The Log,Ice Golem,Wall Breakers,Bomb Tower,Poison,Spear Goblins
22,Ladder,20200515T233545.000Z,Carl the Legend,❤️Bopi❤️,2,1,Lava Hound,Balloon,Zap,Minions,Barbarians,Mega Minion,Fireball,Tombstone,Knight,Spear Goblins,Bats,Wall Breakers,Miner,Bomb Tower,Zap,The Log
23,Ladder,20200515T232652.000Z,Carl the Legend,Tilt_Master❤,2,1,Lava Hound,Balloon,Zap,Minions,Barbarians,Mega Minion,Fireball,Tombstone,Golem,Barbarian Barrel,Baby Dragon,Lightning,Tornado,Night Witch,Lumberjack,Mega Minion
24,Ladder,20200515T231545.000Z,Carl the Legend,LMT⚡Hassasin⚡,3,1,Lava Hound,Balloon,Zap,Minions,Barbarians,Mega Minion,Fireball,Tombstone,Zap,Bandit,Magic Archer,Battle Ram,Electro Wizard,Royal Ghost,P.E.K.K.A,Poison
