,0,1,2,3
13909,"Curry even too spicy for Mr. C, so not a hope for me to fully enjoy. Big shame as this is usually my favourite one  *sad*",😕,😞,😢
13910,@mypropaganda There's some serious lag between whatever you are using for FB and the Twitter reposting of it... ,😜,😡,😠
13911,I think someone is mad at me ...... ,😕,😔,😳
13912,Bored. back to school on monday. dont want to go. Math &amp; History homework to do Grrrrrrrrr. Pe moderation on Wednesday. my life sucks. ,😣,😪,🔫
13913,@garethemery tried to get tickets but they were sold out!  but i'll be listening. Have a good one!,😄,😊,👍
13914,to com fome ,😓,💔,😪
13915,"@DreamUK o  lucky!! waiting for new PB!!!!!! OMG, cant believe i forgot about it...",😭,🙊,🙈
13916,"@infobunny ps: i'm the thick, effeminate sounding one. ",😏,😜,😉
13917,@rad_chick_88 it got cancelled hrs ago. ,😕,😑,😢
13918,Casino not hittin' lost my $ going home now  money ,😎,😤,😡
13919,ok this isn't funny how come I get one answer in the quiz then my comp starts playing up does it think it's funny?????? cause it's not ,😑,😠,😡
13920,Watching Ice Princess on abc family. I'm boooored  but I'm going to in&amp; out soon! Yaaaaaay,😬,😄,😁
13921,Back to work Monday holiday officially over then ,😢,😞,😴
13922,Now I'm watching Ashton Kutchers movie with Bernie Mac. So funny. RIP Bernie ,🙏,💔,😢
13923,I'm boardin' ...off to Germany xxx Miss the family  Kiss Texas 4 me,😞,💔,😢
13924,So have to do this jop done by tomorrow.... ,😓,😣,😫
13925,Back in Paris under the rain ,😌,🎶,💙
13926,"@EvanEthridge yeah, just don't think my date would so much approve ",😜,👍,😉
13927,lol o lawd .. awwa u should com wit us ,😎,😏,😜
13928,"Watched the Doctor Who Easter Special this morning. Loved it, but not looking forward to Tennant's departure.  And yes, Ms. Ryan: HOT!",😕,😜,😉
13929,@Sleauty missing you!  ,😢,😘,💔
13930,Practice. It's so freakin hot ,😩,😫,😓
13931,@ClassicSydney oh my gosh well be careful and stay safe out there! So sorry to hear that ,😞,😔,😢
13932,@xclairecatx no it costs me ,😫,😭,😢
13933,@ShottyGoBoom Oh.  I could do with it to finance the &quot;Help Olly Pay For an iMac&quot; campaign...,😄,👍,😉
13934,my piercing hurts really bad now.  whyyyyyyyyyyyy???!!!!!?!!!,😢,😖,😣
13935,I hate hospitals ,😣,😖,😷
13936,"Oh Delicious Library, you make it so hard to find my model of iPod... ",😣,🎶,🎵
13937,Feeling really bad for cutting my hair..... ,😞,😖,😣
13938,Going to Urgent Care ,😣,😖,😷
13939,just hangin out... I gotta do some cleaning today... ,😷,💪,✌
13940,first swim  in about a year arms empty after 35 mins of drills and free style used to be able to swim  for an hour plus ,👍,😅,💪
13941,dang. actually not so sound a plan after all ,😔,😳,😕
13942,@petewentz OMG i wish i would have been at the venue   ive been online waiting for your tweets about the show. didnt want to stand in line,😫,😭,😢
13943,@MsGJones I love csi vegas but it's not the same without Grissom &amp; Warrick ,😞,😢,💔
13944,at coachella once again waiting for my camera to be charged. It died yesterday while Morrissey was playing ,💔,😢,😑
13945,Exam is done. Hopefully I passed... or maybe the marks will be curved. Stressful and lame. ,😣,😬,😓
13946,Another productive day!  Both vehicles cleaned top to bottom!  However...looks like it may rain   well..atleast the lawn is raked!,😄,😬,👍
13947,My God I really love my big sister. I miss her. ,💔,😢,😔
13948,"Tirrred. Watching Chris Crocker videos. Just made some rocky rooaad, I wanna eat it but the chocolate hasn't set ",😖,😞,😢
13949,@Izadi happy birthday!!! Why is it so bad? ,😘,❤,💖
13950,is depressed cuz corr cant com 2 the mall with her. ,😞,😢,💔
13951,"Super hungover today  hmm a few glasses of Pinot lead 2 a couple shots of Stoli and so on, and so forth! Wine is like my gateway drug!",😖,😜,😷
13952,i hate working on saturday's ,😒,😡,😤
13953,"@Gabbity The Medic Droid?like, Fer sure maybe, fer sure not, fer sure eh, fer sure bomb? awh  you wrote that in one of my books last year.",😄,😜,😉
13954,im doing 4 weeks worth of homework and going to london till tuesday ,😅,✌,🔫
13955,"@nmfirelover I know the feeling about getting your coworkers sick , oh well , think I got my cold from one ",😞,😖,😷
13956,i dont want it to end  !!,😫,😢,💔
13957,I hate coursework  The Tempest..shut up!!,😤,😡,😠
13958,i have toothachee ,🔫,😖,😫
13959,I haven't eaten. I'm hungry  and my dad already started fighting. We're waiting for the cable guy to finish. But we have no stove,😕,😐,😑
13960,@Lhasapso Yep.  Hang on a sec...,😄,😉,👍
13961,@AdamHowes given up on the blog ,😢,😉,👍
13962,LSATtiiingggg  Columbia-bound if all goes according to plan,😈,🙏,👍
13963,today I was told that I was desperate for love... sad thing is that I may have to agree ,🎶,😢,💔
13964,(@Shenaloves) I hate coursework  The Tempest..shut up!!,😤,😠,😡
13965,Completely disinterested in the FA Cup this year what with it being hidden away on setanta/shitv. ,👀,😐,😳
13966,I cant sleep ,😞,😫,😣
13967,@DavidGallagher didn't play a 3rd game today. they is all tired from the sun ,😉,😞,😴
13968,not liking the diet root beer sunil picked up by accident ,😣,😖,😷
13969,Looks like it will be a quick series for the Pistons   I doubt I'll stay up to watch the WIngs,😬,👀,😕
13970,@mofobamfyo thanks for shattering my dreams... ,😠,😢,💔
13971,Why doesn't my job have AC? ,😡,😫,😓
13972,@hustlegrl i know ehh  robert is taken ma nigga.,💁,😒,😏
13973,feels bad watching the arsenal chelsea highlights with her dad not knowing whats coming  hes so excited..,😕,😬,🙈
13974,"@elsket no, it dies in 3 hours. not much of a backup! lmao. ",😑,✋,🙅
13975,@damnhelltall: I'm so jealous you are in Disneyland ,😢,😭,💔
13976,@PCHintsNTips More ways to promote ads and get you to be a consumer of the YT partners by taking away YOUR views that you EARNED away. ,😊,😉,👍
13977,It'S OnLy A MaTTeR Of TiMe 4 My GpA N I GoTTa Do ThIs All OvEr AgAin  ,😫,😩,😓
13978,anyone want a '99 Navigator with a boat stuck in the back of it? ,😬,👀,😅
13979,Just saw my old house for the first time in a long time. It's so beautiful they've done a ton to it... I miss it ,😭,💔,😢
13980,just finished eating crawfish.. now watching it rain ,👌,😌,😋
13981,Steaks - checkSide dishes - checkPropane - whoops ,😬,🙊,😋
13982,@michelleann oh my gosh   ,🙈,😍,😂
13983,"@ninbroken52  I have a friend with a lot of scars too, makes me love him more. If you get him, glitter polish on his nails!! Do it!",😉,✨,💖
13984,Exam time!! ,🔫,😖,😬
13985,"going to grab some pseudo food, then attempt to get this wordpress shit done. ",👌,👍,😋
13986, my water heater has exsploded!!,😡,😫,😖
13987,"i forgot to tweet about the most important thing ever.. I am voiceless at the moment  No voice, not even the ability to say &quot;beep&quot; not fun",😬,🙊,😕
13988,Noooooo! One more day of 'Freedom' then life gets tough again...     I don't want to go back and I will try everything to stay at home...,😞,💔,😢
13989,on Facebook &amp; msn ... bored tho  xx,😣,😕,😞
13990,i wish there were more people that i know IRL on twitter....lame. ,😐,😒,😕
13991,@petewentz or tell me where you are I will find you! Please help me out ,😉,😢,🙏
13992,ok seems to be working again now ;-) comp just had one of it's midlife crises there seems to be everytime the quiz is on ,😬,😄,👍
13993,Pav ? nom 22:24 I HATE YOU MOTHER FUCKING IRISH PEOPLE 22:24   YOU ALL SUCK L@UR@ 22:24 LMAO ... pav is mean. ,👊,😡,😠
13994,"@birdchick I am glad you are safe, but now I worry for the prairie chicks ",😬,😉,😅
13995,Grrrr now I remember y it's best to go out early in Belfast  kellys it is not ,😠,💔,😢
13996,Bed time now. Stuart's off to Wembley tomorrow. Wish I was going  Good luck blue boys !,💪,👍,💙
13997,@markygk if they are i think my mum helped me she suggested Jude Law and A Semester Abroad? i dunno though that seems a little strange ,😬,😳,😕
13998,@Catloverr I can't...too bored ,😩,😫,😕
13999,Finally out of work. My back is a fucking wreck. ,😫,😖,😣
14000,hating to go to school ,😣,😒,🔫
14001,Or not booo ,😖,🙅,😕
14002,Lass gets a yellow card ,🙈,😳,😂
14003,i'm very bored right now ,😑,😕,😒
14004,@Zakupilot256 Will there be more updates to the PS1 Classics on the PSN? Every time I look there aren't any new additions. ,😞,😕,😡
14005,@markygk sounds good to me! hopefully i'll be on my computer next time ,😊,😁,👍
14006,Its so nice out! Wish my boo was here ,😢,😞,😔
14007,"@jadeibet I don't have much swag, sorry  I'll get you something at the coop. It's open special on sunday",😜,😉,😎
14008,Watching Carolina BB vs Auburn. Auburn up early 5-0. BooHoo  ...Cocks need to get in this game to take the series.,💪,👊,💙
14009,"Went to Stirling, bought a new top, only three pound, bargin! Can't Wait til Friday. More Shopping, Yay! Back to school on Monday though ",😣,😄,🔫
14010,Why is my dad being a pain in neck today? Can someone please take me to a happy place? ,😔,😣,😞
14011,"Pbs is showing Peter Falk, then Squid and the Whale tonight!   I better leave before it becomes too difficult to.",😬,😡,😠
14012,I'm talking to my friends on Msn. We are al together in one conversation. It's really funny. But some of them have to go in a few minutes ,😕,😅,😂
14013,"http://twitpic.com/3juh0 - I went with the yellow, I'm feeling bloated and fat  I need to lose 10 pounds stat!",💪,😣,😖
14014,"I must admit, i'm a little pissed ppl are starting to hip to Drake. ...  n correction, not just my Sorors, MY CHAPTER! E? baby all day!!",😤,😡,😠
14015,"@tommcfly why didn't you twitter during the gig, tom? im upset  ;)",💓,😢,💔
14016,Missing does early morning powder days! ,💪,😞,😢
14017,Doing surgeries.  Had to withdraw from a tennis tournament because I won't be done in time.  I'm the number 1 seed too!  ,😣,😖,💪
14018,saturday night *-* em casa rs ,❤,💛,💓
14019,i just left my lover.  i miss him. &lt;3,🎶,😢,💔
14020,@bethanybean sadbean.com ,💛,👊,💓
14021,My granny has fallen and broke her arm!!!! ,😳,💔,😢
14022,I hope we get room 1 back  #asot400,😁,😬,🙏
14023,back 2 skwl on monday    can't wait till next saturday it will be brill !!!!!,💪,👊,👍
14024,Lemsip + Eucalyptus oil time. ,😣,😖,😷
14025,is having a bad day.  ,😣,😔,😞
14026,@davidgilray awww  - blip does that from time to time. ,😄,😜,😉
14027,bad mood day today and i don't know why.... ,😤,😡,😠
14028,"@CHRISDJMOYLES Exaggerated or completely untrue? I hope it's the 2nd, as I can't imagine my drive to work without listening to you ",😕,😬,😉
14029,@SageRoxUrSox ughh don't do dat -falls on me ass again- brb ,✋,😠,✌
14030,Conceding that it is likely the Pistons will be out in Round 1 for the first time in a loooonnnnngggg time ,😳,👍,😬
14031,Nevermind the buzzcocks.. Wel een oude ,😑,😄,😅
14032,"@Oprah I asked on O's website how I could get show tickets to surprise my wife. This was long ago, and I heard back from nobody. ",😞,💔,😢
14033,why is it sooo hot ,😫,😡,😓
14034,Being ill makes me feel lonely and sad ,😢,😞,😔
14035,@Bonnie311 I'm so so sorry.   thats a shame.,😞,😢,😔
14036,"@CarlyBerwick Yeah big time came home yesterday puking,nauseous and dizzy, had to get shifts covered today for same thing ",😞,😖,😷
14037,With my cousin and JC trying to get back to my car so I'm not extremely late for work.... Gunna be late though I think  worth it! Good day,😊,👌,👍
14038,whats up? ,😎,😏,😜
14039,my hurley baby got shots ,💔,😔,😢
14040,@toemonster at drug emporium and they caught my eye and reminded me of how trashy I am going to be one day  http://twitpic.com/3jujt,😳,😖,😷
14041,Roxie is singing &quot; I'm Moving Out&quot;......... By Billy Joel                  A-Mill named MVG of the ECSUHL,🎵,✌,🎶
14042,I've been painfully tired all day long.  ,😞,😣,😴
14043,... downloaded the new YouMail Blackberry App.  It won't download my old messages ,😞,😠,😢
14044,Bored of holiday already. Feel so empty ,😢,😔,😞
14045,trying to figure twitter out  i dnt get it ,😑,😐,😕
14046,listening to the mediaevil baebes - cant find albums anywhere though ,😢,🎶,🎵
14047,in the campus pc lab because i don't have photoshop.  ,😑,🔫,😅
